symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,digest
3787.T,テクノマセマティカル,スタンダード,3,4,8,True,True,False,True,True,False,False,False,False,False,True,True,1.0,1.5608864744232065,-1.2333333333333334,0.559322033898305,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満; PER>60,1876.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
421A.T,ムービン・ストラテジック・キャリア,グロース,3,5,5,True,True,True,True,,,,True,False,True,True,True,0.6908023483365948,0.45879361725159407,,,,,,,年率5–10%の安定成長は未達; 四半期データ不足,29.5,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
5922.T,那須電機鉄工,スタンダード,3,2,8,True,False,False,False,False,False,False,True,False,True,False,False,0.06179978315865564,0.08515211386258703,0.3988005997001499,0.04059040590405904,False,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,12.5,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
5985.T,サンコール,スタンダード,3,2,8,True,False,False,False,False,False,False,True,False,False,False,True,-2.172362555720654,0.9291703173145567,-8.540983606557377,-0.25690140845070425,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,9.3,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
157A.T,グリーンモンスター,グロース,2,3,8,True,True,False,False,True,False,False,False,False,False,False,False,-0.4588744588744589,-0.13997385480777325,-0.7755102040816326,0.5779816513761468,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満; PER>60,191.0,
1885.T,東亜建設工業,プライム,2,5,8,True,True,False,True,True,False,False,True,False,False,True,True,0.20703547805171385,0.7421038759862564,-0.1690472888642352,-0.00017201764409549436,False,False,False,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満,13.0,
2503.T,キリンホールディングス,プライム,2,3,8,True,True,False,False,False,False,False,True,False,False,False,False,-0.2909327121680394,-0.14557366591393373,0.7604921624810382,0.026347208215970603,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,13.1,
4261.T,アジアクエスト,グロース,2,4,8,True,True,False,False,True,False,False,True,False,True,True,False,0.5162337662337662,0.12804235914822693,-0.22695035460992907,0.23137254901960785,False,False,False,False,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満,17.9,
4286.T,ＣＬホールディングス,スタンダード,2,2,8,True,False,False,False,False,False,False,True,False,False,False,False,-0.739049394221808,-0.40008569592273946,1.7407407407407407,0.05492240543161979,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,22.5,
4664.T,アール・エス・シー,スタンダード,2,3,8,True,True,False,False,False,False,False,True,False,True,False,True,0.03333333333333344,0.2512619892159138,-0.8728323699421965,-0.387774594078319,False,False,False,False,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,12.7,
6085.T,アーキテクツ・スタジオ・ジャパン,グロース,2,3,8,True,False,False,False,True,False,False,True,False,False,False,False,-0.6101694915254237,-0.48876264185445495,1.736842105263158,1.1372549019607843,True,False,True,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 経常利益率のYoY改善なし; 年平均成長+7%未達; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満,26.9,
9436.T,沖縄セルラー電話,スタンダード,2,4,8,True,False,True,False,False,False,True,True,False,True,False,False,0.04299511286944391,0.05423304613404456,0.04133685136323659,0.00557742782152231,False,False,False,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 年平均成長+7%未達; 売上YoY+10%不足; 経常YoY+20%不足,20.4,
1833.T,奥村組,プライム,1,2,8,True,False,False,False,False,False,False,True,False,False,False,False,-0.40005377066810055,-0.16842971336296442,-3.113331765812368,0.11757205144377109,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,16.3,
2117.T,ウェルネオシュガー,プライム,1,4,8,True,True,False,False,True,False,False,True,False,False,False,True,0.09833486298675753,1.1548943929551063,0.030232558139534883,0.15939717056378824,False,False,False,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満,15.1,
2540.T,養命酒製造,プライム,1,1,8,True,False,False,False,False,False,False,False,False,False,False,False,-0.34035827186512113,-0.34963627640144856,0.18032786885245902,0.0,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満; PER>60,76.4,
2809.T,キユーピー,プライム,1,3,8,True,True,False,False,False,False,False,True,False,False,True,False,0.7996095656417765,0.1632815529878786,0.027319542637688748,0.07667632280977398,False,False,False,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,20.8,
4588.T,オンコリスバイオファーマ,グロース,1,3,7,True,True,False,False,False,True,False,,False,False,False,False,-0.130684788290643,0.19579371713079885,-0.38289205702647655,,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,,
6159.T,,,1,1,4,True,False,False,False,,,,,False,False,True,False,0.4665792922673657,-0.017831393082739067,,,,,,,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 四半期データ不足; 年平均成長+7%未達; 過去に減益あり,,
9768.T,いであ,スタンダード,1,3,8,True,True,False,False,False,False,False,True,False,True,False,False,0.1444332998996991,0.021877824987279082,-0.2713864306784661,0.026452090270070294,False,False,False,False,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,11.3,
275A.T,ハンワホームズ,名証Ｎ,0,2,5,True,False,False,False,,,,True,False,False,False,False,-1.2328767123287672,0.030776406404415146,,,,,,,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 四半期データ不足; 年平均成長+7%未達; 過去に減益あり,9.9,
3386.T,コスモ・バイオ,スタンダード,0,2,8,True,False,False,False,False,False,False,True,False,False,False,False,-0.442572741194487,-0.3212073264457799,-0.44680851063829785,0.08903508771929824,False,False,False,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,18.8,
3593.T,ホギメディカル,プライム,0,2,8,True,False,False,False,False,False,False,True,False,False,False,False,-0.1413427561837456,-0.25981546899650043,-0.618066561014263,-0.041641398827572264,False,False,False,False,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 経常利益率のYoY改善なし; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,60.0,
