symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,digest
1384.T,ホクリヨウ,スタンダード,6,5,8,True,True,False,False,True,True,False,True,False,True,False,True,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 過去に減益あり; 揺るぎない成長要件未満,12.8,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1802.T,大林組,プライム,5,5,8,True,True,False,True,False,True,False,True,False,True,True,True,0.6635087144184013,0.22892140210161616,1.2912611270825396,-0.020795222582146427,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,13.4,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
5280.T,ヨシコン,スタンダード,5,4,8,True,True,False,True,False,False,False,True,False,False,True,True,0.43295834600182426,0.658224437376955,2.333951762523191,1.4574936298355339,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,5.8,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
6455.T,モリタホールディングス,プライム,5,5,8,True,True,False,True,True,False,False,True,False,False,True,True,0.4276513971122884,0.5245884796011642,0.45693030540328894,0.20473949439840072,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2–3Qの連続クリア未達; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満,11.1,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
6653.T,正興電機製作所,プライム,5,7,8,True,True,True,True,False,True,True,True,False,True,True,True,0.29900881057268713,0.2097105040967795,0.5535714285714286,0.05954552993862996,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 売上YoY+10%不足,15.7,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1381.T,アクシーズ,スタンダード,4,3,8,True,False,False,False,False,True,False,True,False,False,True,False,0.21966292134831455,0.04791625499900909,2.6295081967213116,0.16140971998712583,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 年平均成長+7%未達; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,15.1,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1798.T,守谷商会,スタンダード,4,5,8,True,True,False,False,True,True,False,True,False,False,False,True,0.04311482622085361,0.35101820581949794,1.6608863198458574,0.07095892750405601,False,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 過去に減益あり; 揺るぎない成長要件未満,7.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
5821.T,平河ヒューテック,プライム,4,3,8,True,True,False,False,False,False,False,True,False,False,True,False,0.22873618452666977,-0.14538736640569128,3.1134328358208956,0.26001013684744045,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,12.6,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
6022.T,赤阪鐵工所,スタンダード,4,3,8,True,True,False,False,True,False,False,False,False,False,True,False,0.8709677419354838,-0.5722555673249007,1.0238095238095237,0.1327485380116959,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 過去に減益あり; 経常YoY+20%不足; 揺るぎない成長要件未満; PER>60,115.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1801.T,大成建設,プライム,3,5,8,True,True,False,True,False,True,False,True,False,False,True,True,2.456823438704703,0.4597165057735433,0.4638702102679048,-0.03659224966306688,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,23.7,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
