symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,digest
1723.T,日本電技,スタンダード,7,8,8,True,True,True,True,True,True,True,True,False,True,True,True,0.4716951296647691,0.42040806537674125,0.868020304568528,0.21431958274063537,True,True,True,True,年率5–10%の安定成長は未達,13.9,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
6180.T,ＧＭＯメディア,グロース,7,8,8,True,True,True,True,True,True,True,True,False,True,True,True,0.40555555555555545,0.5723589614280391,0.4327485380116959,0.10677749360613811,True,True,True,True,年率5–10%の安定成長は未達,16.4,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1384.T,ホクリヨウ,スタンダード,6,5,8,True,True,False,False,True,True,False,True,False,True,False,True,-0.13601036269430056,0.20285271907012925,9.457627118644067,0.2586436170212766,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 過去に減益あり; 揺るぎない成長要件未満,10.5,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1434.T,ＪＥＳＣＯホールディングス,スタンダード,6,6,8,True,True,False,True,True,True,False,True,False,False,True,True,0.39488870568837586,0.8304357539954661,2.287272727272727,0.9161693662972435,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 過去に減益あり; 揺るぎない成長要件未満,9.1,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1736.T,オーテック,スタンダード,6,8,8,True,True,True,True,True,True,True,True,False,True,True,True,0.9429360331339163,0.4393188880957022,0.8724035608308606,0.21040858932299433,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,12.5,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1871.T,ピーエス・コンストラクション,プライム,6,4,8,True,True,False,True,False,False,False,True,False,True,True,True,0.5823324292909724,0.4753255705681183,0.356448070285535,0.1731453022358826,True,False,True,True,年率5–10%の安定成長は未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,12.7,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1942.T,関電工,プライム,6,7,8,True,True,True,True,True,True,False,True,False,True,True,True,0.39509472894391306,0.32170714389206956,0.3708833079318799,0.10891459119815551,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし; 揺るぎない成長要件未満,22.4,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
7326.T,ＳＢＩインシュアランスグループ,グロース,6,7,8,True,True,True,False,True,True,True,True,False,True,False,True,0.1503156872268092,0.22552125490625952,1.094209161624892,0.29558345307418893,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満,17.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1893.T,五洋建設,プライム,5,5,8,True,True,False,False,True,True,False,True,False,False,False,True,-0.30792402924212925,2.6488054098194813,1.5408815612382234,0.17920183306658682,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 過去に減益あり; 揺るぎない成長要件未満,17.1,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
1944.T,きんでん,プライム,5,7,8,True,True,True,True,False,True,True,True,False,True,True,True,0.40372319603323037,0.26645421133703606,1.4073121965152813,0.09205320517488289,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 売上YoY+10%不足,19.6,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions)
