symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,official_rule9_small_cap,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,market_cap,digest,market_strength_ratio
1723.T,日本電技,スタンダード,7,8,9,True,True,True,True,True,True,True,True,False,False,True,True,True,0.4716951296647691,0.42040806537674125,0.868020304568528,0.21431958274063537,True,True,True,True,年率5–10%の安定成長は未達; 時価総額>=500億,16.7,125100000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1736.T,オーテック,スタンダード,6,9,9,True,True,True,True,True,True,True,True,True,False,True,True,True,0.9429360331339163,0.4393188880957022,0.8724035608308606,0.21040858932299433,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,12.1,38600000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
7326.T,ＳＢＩインシュアランスグループ,グロース,6,7,9,True,True,True,False,True,True,True,True,False,False,True,False,True,0.1503156872268092,0.22552125490625952,1.094209161624892,0.29558345307418893,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 時価総額>=500億,20.4,51000000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1980.T,ダイダン,プライム,5,8,9,True,True,True,True,True,True,True,True,False,False,True,True,True,0.9700453096157073,0.5899325279970589,0.6559294214197784,-0.04984820291842131,False,True,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし; 時価総額>=500億,15.7,343400000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1871.T,ピーエス・コンストラクション,プライム,6,4,9,True,True,False,True,False,False,False,True,False,False,True,True,True,0.5823324292909724,0.4753255705681183,0.356448070285535,0.1731453022358826,True,False,True,True,年率5–10%の安定成長は未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満; 時価総額>=500億,16.9,135200000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1770.T,藤田エンジニアリング,スタンダード,5,5,9,True,True,False,True,False,False,False,True,True,False,True,True,True,0.3312020460358056,0.28273778599057753,0.1195079086115993,-0.2316185696361355,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,10.2,18200000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1802.T,大林組,プライム,5,5,8,True,True,False,True,False,True,False,True,,False,True,True,True,0.6635087144184013,0.22892140210161616,1.2912611270825396,-0.020795222582146427,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 公式スコア上限8/9: データ不足; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,15.2,,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
5870.T,ナルネットコミュニケーションズ,グロース,5,5,9,True,False,False,False,True,True,False,True,True,False,True,False,False,-0.15851272015655582,-0.06512902503211793,1.6633663366336633,0.18819938962360122,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 年平均成長+7%未達; 過去に減益あり; 揺るぎない成長要件未満,13.6,5850000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
7685.T,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース,5,5,9,True,True,False,False,True,True,False,True,False,False,False,True,False,0.5243282498184458,0.06922691107352619,1.6217882836587874,0.6562378797672915,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 過去に減益あり; 揺るぎない成長要件未満; 時価総額>=500億,25.9,134600000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1979.T,大氣社,プライム,4,6,9,True,True,True,False,False,True,True,True,False,False,True,False,True,0.004332057223453534,0.23837568630660355,0.6112676056338028,0.07920438110405122,False,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 売上YoY+10%不足; 時価総額>=500億,15.4,221600000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
3912.T,モバイルファクトリー,スタンダード,4,6,9,True,True,True,False,False,False,True,True,True,False,True,False,False,0.12446808510638308,0.10542540133609868,0.28110599078341014,0.11836734693877551,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 売上YoY+10%不足; 経常YoY+20%不足,16.8,9600000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
7317.T,松屋アールアンドディ,グロース,4,6,9,True,True,True,True,False,False,False,True,True,False,True,True,True,0.5715378729915839,0.7444090583813656,-0.03436988543371522,-0.09665287702143663,False,False,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,12.1,19300000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1801.T,大成建設,プライム,4,5,8,True,True,False,True,False,True,False,True,,False,False,True,True,2.456823438704703,0.4597165057735433,0.9760177440968532,-0.05593517407932412,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 公式スコア上限8/9: データ不足; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,17.0,,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
