symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,official_rule9_small_cap,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,market_cap,digest,market_strength_ratio
1948.T,弘電社,スタンダード,7,7,9,True,True,True,True,True,True,False,True,False,False,True,True,True,1.4527863777089784,0.9240849263320778,0.33523537803138376,0.1814976146027795,True,True,True,True,年率5–10%の安定成長は未達; 揺るぎない成長要件未満; 時価総額>=500億,24.0,50600000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1965.T,テクノ菱和,スタンダード,6,8,9,True,True,True,True,True,True,True,True,False,False,True,True,True,0.5586758707248196,0.6712522429605854,1.7510121457489878,0.2283029884813419,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし; 時価総額>=500億,16.4,163500000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1814.T,大末建設,プライム,6,7,9,True,True,False,True,True,True,False,True,True,False,False,True,True,1.3158551810237205,0.3832416277433317,1.9087779690189328,0.20807335980336547,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 過去に減益あり; 揺るぎない成長要件未満,11.4,42000000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1799.T,第一建設工業,スタンダード,5,7,9,True,True,True,True,False,True,True,True,False,False,True,True,True,0.8564453125,0.3995656940246777,0.3107913669064748,0.04913185230116006,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 売上YoY+10%不足; 時価総額>=500億,13.0,81300000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1802.T,大林組,プライム,5,5,8,True,True,False,True,False,True,False,True,,False,True,True,True,0.6635087144184013,0.22892140210161616,1.2912611270825396,-0.020795222582146427,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 公式スコア上限8/9: データ不足; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,16.4,,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1719.T,安藤・間,プライム,4,6,9,True,True,False,True,True,True,False,True,False,False,False,True,True,0.8362361822593691,0.31783500730825476,0.12872919070380748,0.042400566116383445,False,True,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし; 過去に減益あり; 揺るぎない成長要件未満; 時価総額>=500億,17.5,364500000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1847.T,イチケン,スタンダード,4,6,9,True,True,False,True,False,True,False,True,True,False,False,True,True,0.6838308457711442,0.6181992044792186,0.7702127659574468,0.09565534866739686,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,8.1,35800000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1867.T,植木組,スタンダード,4,6,9,True,True,False,False,True,True,False,True,True,False,True,False,False,0.11152976639035428,0.1760223629754969,0.5761245674740484,0.3203690927906174,True,True,False,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 経常成長の加速なし; 過去に減益あり; 揺るぎない成長要件未満,11.2,19900000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1909.T,日本ドライケミカル,スタンダード,4,6,9,True,True,True,False,False,True,True,True,False,False,True,False,True,0.12297297297297294,0.21353130484882898,0.7050487156775908,0.06999689247980112,False,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 売上YoY+10%不足; 時価総額>=500億,17.1,73300000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
1967.T,ヤマト,スタンダード,4,6,9,True,True,False,True,True,True,False,True,False,False,False,True,True,1.2664092664092665,0.4487675087460006,0.20580235720761558,0.02347305389221557,False,True,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし; 過去に減益あり; 揺るぎない成長要件未満; 時価総額>=500億,13.7,56100000000.0,(Perplexity要約失敗: 401 Client Error: Unauthorized for url: https://api.perplexity.ai/chat/completions),
